LEI,Entity.LegalName,Entity.LegalName.xmllang,Entity.OtherEntityNames.OtherEntityName.1,Entity.OtherEntityNames.OtherEntityName.1.xmllang,Entity.OtherEntityNames.OtherEntityName.1.type,Entity.OtherEntityNames.OtherEntityName.2,Entity.OtherEntityNames.OtherEntityName.2.xmllang,Entity.OtherEntityNames.OtherEntityName.2.type,Entity.OtherEntityNames.OtherEntityName.3,Entity.OtherEntityNames.OtherEntityName.3.xmllang,Entity.OtherEntityNames.OtherEntityName.3.type,Entity.OtherEntityNames.OtherEntityName.4,Entity.OtherEntityNames.OtherEntityName.4.xmllang,Entity.OtherEntityNames.OtherEntityName.4.type,Entity.OtherEntityNames.OtherEntityName.5,Entity.OtherEntityNames.OtherEntityName.5.xmllang,Entity.OtherEntityNames.OtherEntityName.5.type,Entity.TransliteratedOtherEntityNames.TransliteratedOtherEntityName.1,Entity.TransliteratedOtherEntityNames.TransliteratedOtherEntityName.1.xmllang,Entity.TransliteratedOtherEntityNames.TransliteratedOtherEntityName.1.type,Entity.LegalAddress.xmllang,Entity.LegalAddress.FirstAddressLine,Entity.LegalAddress.MailRouting,Entity.LegalAddress.AdditionalAddressLine.1,Entity.LegalAddress.AdditionalAddressLine.2,Entity.LegalAddress.AdditionalAddressLine.3,Entity.LegalAddress.City,Entity.LegalAddress.Region,Entity.LegalAddress.Country,Entity.LegalAddress.PostalCode,Entity.HeadquartersAddress.xmllang,Entity.HeadquartersAddress.FirstAddressLine,Entity.HeadquartersAddress.MailRouting,Entity.HeadquartersAddress.AdditionalAddressLine.1,Entity.HeadquartersAddress.AdditionalAddressLine.2,Entity.HeadquartersAddress.AdditionalAddressLine.3,Entity.HeadquartersAddress.City,Entity.HeadquartersAddress.Region,Entity.HeadquartersAddress.Country,Entity.HeadquartersAddress.PostalCode,Entity.OtherAddresses.OtherAddress.1.xmllang,Entity.OtherAddresses.OtherAddress.1.type,Entity.OtherAddresses.OtherAddress.1.FirstAddressLine,Entity.OtherAddresses.OtherAddress.1.AdditionalAddressLine.1,Entity.OtherAddresses.OtherAddress.1.AdditionalAddressLine.2,Entity.OtherAddresses.OtherAddress.1.AdditionalAddressLine.3,Entity.OtherAddresses.OtherAddress.1.City,Entity.OtherAddresses.OtherAddress.1.Region,Entity.OtherAddresses.OtherAddress.1.Country,Entity.OtherAddresses.OtherAddress.1.PostalCode,Entity.OtherAddresses.OtherAddress.2.xmllang,Entity.OtherAddresses.OtherAddress.2.type,Entity.OtherAddresses.OtherAddress.2.FirstAddressLine,Entity.OtherAddresses.OtherAddress.2.AdditionalAddressLine.1,Entity.OtherAddresses.OtherAddress.2.AdditionalAddressLine.2,Entity.OtherAddresses.OtherAddress.2.AdditionalAddressLine.3,Entity.OtherAddresses.OtherAddress.2.City,Entity.OtherAddresses.OtherAddress.2.Region,Entity.OtherAddresses.OtherAddress.2.Country,Entity.OtherAddresses.OtherAddress.2.PostalCode,Entity.RegistrationAuthority.RegistrationAuthorityID,Entity.RegistrationAuthority.OtherRegistrationAuthorityID,Entity.RegistrationAuthority.RegistrationAuthorityEntityID,Entity.LegalJurisdiction,Entity.EntityCategory,Entity.LegalForm.EntityLegalFormCode,Entity.LegalForm.OtherLegalForm,Entity.EntityStatus,Entity.EntityCreationDate,Entity.LegalEntityEvents.LegalEntityEvent.1.group_type,Entity.LegalEntityEvents.LegalEntityEvent.1.event_status,Entity.LegalEntityEvents.LegalEntityEvent.1.group_id,Entity.LegalEntityEvents.LegalEntityEvent.1.LegalEntityEventType,Entity.LegalEntityEvents.LegalEntityEvent.1.LegalEntityEventEffectiveDate,Entity.LegalEntityEvents.LegalEntityEvent.1.LegalEntityEventRecordedDate,Entity.LegalEntityEvents.LegalEntityEvent.1.ValidationDocuments,Entity.LegalEntityEvents.LegalEntityEvent.2.group_type,Entity.LegalEntityEvents.LegalEntityEvent.2.event_status,Entity.LegalEntityEvents.LegalEntityEvent.2.group_id,Entity.LegalEntityEvents.LegalEntityEvent.2.LegalEntityEventType,Entity.LegalEntityEvents.LegalEntityEvent.2.LegalEntityEventEffectiveDate,Entity.LegalEntityEvents.LegalEntityEvent.2.LegalEntityEventRecordedDate,Entity.LegalEntityEvents.LegalEntityEvent.2.ValidationDocuments,Entity.LegalEntityEvents.LegalEntityEvent.3.group_type,Entity.LegalEntityEvents.LegalEntityEvent.3.event_status,Entity.LegalEntityEvents.LegalEntityEvent.3.LegalEntityEventType,Entity.LegalEntityEvents.LegalEntityEvent.3.LegalEntityEventEffectiveDate,Entity.LegalEntityEvents.LegalEntityEvent.3.LegalEntityEventRecordedDate,Entity.LegalEntityEvents.LegalEntityEvent.3.ValidationDocuments,Entity.LegalEntityEvents.LegalEntityEvent.4.group_type,Entity.LegalEntityEvents.LegalEntityEvent.4.event_status,Entity.LegalEntityEvents.LegalEntityEvent.4.LegalEntityEventType,Entity.LegalEntityEvents.LegalEntityEvent.4.LegalEntityEventEffectiveDate,Entity.LegalEntityEvents.LegalEntityEvent.4.LegalEntityEventRecordedDate,Entity.LegalEntityEvents.LegalEntityEvent.4.ValidationDocuments,Registration.InitialRegistrationDate,Registration.LastUpdateDate,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ManagingLOU,Registration.ValidationSources,Registration.ValidationAuthority.ValidationAuthorityID,Registration.ValidationAuthority.OtherValidationAuthorityID,Registration.ValidationAuthority.ValidationAuthorityEntityID,Registration.OtherValidationAuthorities.OtherValidationAuthority.1.ValidationAuthorityID,Registration.OtherValidationAuthorities.OtherValidationAuthority.1.OtherValidationAuthorityID,Registration.OtherValidationAuthorities.OtherValidationAuthority.1.ValidationAuthorityEntityID
549300HDP5227IBB1E03,CITIBANK DISTRIBUIDORA DE TITULOS E VALORES MOB SA,pt,,,,,,,,,,,,,,,,,,,pt,AV PAULISTA 1111,,2 ANDAR PARTE,BELA VISTA,,SAO PAULO,BR-SP,BR,01310-200,pt,AV PAULISTA 1111,,2 ANDAR PARTE,BELA VISTA,,SAO PAULO,BR-SP,BR,01310-200,,,,,,,,,,,,,,,,,,,,,RA000681,,33.868.597/0001-40,BR,GENERAL,X0SD,,ACTIVE,1971-12-08T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:56:00+00:00,2023-05-02T17:53:43+00:00,ISSUED,2024-05-27T14:18:08+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000681,,33.868.597/0001-40,,,
549300HEG8I8NKGVKY20,CITIGROUP COMMODITIES CANADA ULC,en,,,,,,,,,,,,,,,,,,,en,855 - 2 STREET SW,,SUITE 3500,,,CALGARY,CA-AB,CA,T2P 4J8,en,855 - 2 STREET SW,,SUITE 3500,,,CALGARY,CA-AB,CA,T2P 4J8,,,,,,,,,,,,,,,,,,,,,RA000073,,2021595232,CA-AB,GENERAL,8888,Corporation,ACTIVE,2018-12-05T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-27T15:32:00+00:00,2023-05-01T13:48:17+00:00,ISSUED,2024-05-27T14:17:39+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000073,,2021595232,,,
549300HEV5J5DAQZ3E72,FINANCIAL LEASING CORPORATION,en,,,,,,,,,,,,,,,,,,,en,155 FEDERAL STREET STE 700,c/o C T CORPORATION SYSTEM,,,,BOSTON,US-MA,US,02110,en,388 GREENWICH STREET,,,,,NEW YORK,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000613,,042349920,US-MA,GENERAL,ZJTK,,ACTIVE,1962-09-17T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-01T14:33:00+00:00,2023-05-01T14:12:17+00:00,ISSUED,2024-05-27T14:17:47+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000613,,042349920,,,
549300HKCCNTZDBBEN75,"CRC FUNDING, LLC",en,Corporate Receivables Corporation,en,PREVIOUS_LEGAL_NAME,,,,,,,,,,,,,,,,en,"C/O UNITED CORPORATE SERVICES, INC.",,874 WALKER RD STE C,,,DOVER,US-DE,US,19904,en,8th Floor,,750 Washington Boulevard,,,Stamford,US-CT,US,06901,,,,,,,,,,,,,,,,,,,,,RA000602,,3674898,US-DE,GENERAL,HZEH,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31T13:21:00.000Z,2023-08-04T16:32:29.476Z,LAPSED,2022-05-27T20:19:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000602,,3674898,,,
549300HLHF2IBH11BN20,CITI LOAN FUNDING PST 2B LLC,en,,,,,,,,,,,,,,,,,,,en,PO BOX 1093,,QUEENSGATE HOUSE,,,GEORGE TOWN,,KY,KY1-1102,en,388 GREENWICH STREET,,,,,NEW YORK,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000086,,MC-2190,KY,GENERAL,MPUG,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-18T16:32:00.000+02:00,2023-08-03T20:08:15.215+02:00,LAPSED,2022-05-27T22:19:00.000+02:00,39120001KULK7200U106,PARTIALLY_CORROBORATED,RA000086,,MC-2190,,,
549300HLWXNNEGLQUK84,Citigroup Netherlands B.V.,nl,,,,,,,,,,,,,,,,,,,nl,Schiphol Boulevard 257,,WTC DTwr fl8,,,Schiphol,NL-NH,NL,1118 BH,nl,Schiphol Boulevard 257,,WTC DTwr fl8,,,Schiphol,NL-NH,NL,1118 BH,,,,,,,,,,,,,,,,,,,,,RA000463,,33302129,NL,GENERAL,54M6,,ACTIVE,1998-04-22T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:54:00+00:00,2023-04-20T12:12:30+00:00,ISSUED,2024-05-27T14:18:27+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000463,,33302129,,,
549300HU3NXR1YOKUT54,"CCD MORTGAGE SECURITIES, INC.",en,,,,,,,,,,,,,,,,,,,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,,,,,,,,,,,,,,,,,,,,,RA000602,,4264221,US-DE,GENERAL,XTIQ,,ACTIVE,2006-12-19T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-04T01:56:00+00:00,2023-04-27T11:03:34+00:00,ISSUED,2024-05-27T14:17:00+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,4264221,,,
549300HUKP183XUIVR93,CHUD CORP.,en,,,,,,,,,,,,,,,,,,,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,,,,,,,,,,,,,,,,,,,,,RA000602,,3613241,US-DE,GENERAL,XTIQ,,ACTIVE,2003-01-10T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:48:00+00:00,2023-04-21T14:32:15+00:00,ISSUED,2024-05-27T14:10:35+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,3613241,,,
549300HV4D004D434K52,"GOVCO, LLC",en,,,,,,,,,,,,,,,,,,,en,"C/O UNITED CORPORATE SERVICES, INC.",,874 WALKER RD STE C,,,DOVER,US-DE,US,19904,en,388 Greenwich Street,,,,,New York,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000602,,2834661,US-DE,GENERAL,HZEH,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-02T21:08:00.000Z,2023-08-04T16:33:28.006Z,LAPSED,2022-05-27T19:36:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000602,,2834661,,,
549300HYC2OGQHCZIR09,FRANCHISE SERVICES ASIA LIMITED,en,,,,,,,,,,,,,,,,,,,en,7TH FLOOR,,JOONGDAERO 60,,,SONGPA-GU,KR-11,KR,04389,en,7TH FLOOR,,JOONGDAERO 60,,,SONGPA-GU,KR-11,KR,04389,,,,,,,,,,,,,,,,,,,,,RA999999,,,KR,GENERAL,J3U5,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:56:00Z,2023-07-31T17:11:36.903Z,LAPSED,2019-07-19T00:33:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,RA999999,,,,,
549300I03ZQMNLMWO514,MUNICIPAL REALTY SUB6 LLC,en,,,,,,,,,,,,,,,,,,,en,C/O CORPORATION SERVICE COMPANY,,251 LITTLE FALLS DRIVE,,,WILMINGTON,US-DE,US,19808,en,388 Greenwich Street,,,,,New York,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000602,,4965670,US-DE,GENERAL,HZEH,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:54:00.000Z,2023-08-04T16:33:54.285Z,LAPSED,2022-05-27T20:19:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000602,,4965670,,,
549300I0FXUKEV3VPZ18,Solano 3 Wind LLC,en,,,,,,,,,,,,,,,,,,,en,C/O The Corporation Trust Company,,Corporation Trust Center,1209 Orange Street,,Wilmington,US-DE,US,19801-1120,en,588 Broadway,,Suite 1208,,,New York,US-NY,US,10012-5237,,,,,,,,,,,,,,,,,,,,,RA000602,,5035731,US-DE,GENERAL,HZEH,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:53:00.000Z,2023-08-04T16:33:56.615Z,LAPSED,2018-07-24T23:34:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000602,,5035731,,,
549300I3VXY7Y3R76R32,CTCL (BUKP) FUND NOMINEE NO. 1 LIMITED,en,,,,,,,,,,,,,,,,,,,en,Citigroup Centre,,Canada Square,Canary Wharf,,London,GB-LND,GB,E14 5LB,en,Citigroup Centre,,Canada Square,Canary Wharf,,London,GB-LND,GB,E14 5LB,,,,,,,,,,,,,,,,,,,,,RA000585,,05263327,GB,GENERAL,H0PO,,ACTIVE,2004-10-19T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:54:00+00:00,2023-04-29T13:47:18+00:00,ISSUED,2024-05-27T14:17:35+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000585,,05263327,,,
549300I4SNXVFDXO2F63,RENWICK & SPRING LLC,en,,,,,,,,,,,,,,,,,,,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,,,,,,,,,,,,,,,,,,,,,RA000602,,3831167,US-DE,GENERAL,HZEH,,ACTIVE,2004-07-20T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:52:00+00:00,2023-04-26T13:34:56+00:00,ISSUED,2024-05-27T14:17:01+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,3831167,,,
549300I58T45VEXBEF51,The Eagle Tax-Exempt Trust Series 20170001,en,,,,,,,,,,,,,,,,,,,en,2nd Floor,,390 Greenwich Street,,,New York,US-NY,US,10013,en,2nd Floor,,390 Greenwich Street,,,New York,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA999999,,,US-NY,FUND,8888,FUND,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-08T02:05:00.000Z,2023-08-04T16:42:27.285Z,LAPSED,2020-06-30T02:52:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,RA999999,,,,,
549300I68KNTQGDYZH22,"CITIGROUP CAPITAL PARTNERS II U.K. EMPLOYEE FUND, L.P.",en,,,,,,,,,,,,,,,,,,,en,C/O THE CORPORATION TRUST COMPANY,,CORPORATION TRUST CENTER 1209 ORANGE ST,,,WILMINGTON,US-DE,US,19801,en,20th Floor,,388 Greenwich Street,,,New York,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000602,,4173379,US-DE,GENERAL,T91T,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-05T01:42:00.000Z,2023-08-04T16:42:34.532Z,LAPSED,2022-05-27T20:19:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000602,,4173379,,,
549300I6IZ2NEH0EI309,CITIGROUP GLOBAL MARKETS AUSTRALIA HOLDINGS PTY LIMITED,en,SALOMON SMITH BARNEY AUSTRALIA PTY LIMITED,en,PREVIOUS_LEGAL_NAME,,,,,,,,,,,,,,,,en,CITIGROUP CENTRE,,2 PARK STREET,,,SYDNEY,AU-NSW,AU,2000,en,CITIGROUP CENTRE,,2 PARK STREET,,,SYDNEY,AU-NSW,AU,2000,,,,,,,,,,,,,,,,,,,,,RA000014,,081 472 684,AU,GENERAL,TXVC,,ACTIVE,1998-02-02T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:49:00+00:00,2023-04-29T11:42:55+00:00,ISSUED,2024-05-27T14:17:30+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000014,,081 472 684,,,
549300IC8U5W0NS8AB50,"Commercial Liquidation Property 5, LLC",en,,,,,,,,,,,,,,,,,,,en,C/O Corporation Service Company,,251 Little Falls Drive,,,Wilmington,US-DE,US,19808,en,390 Greenwich Street,,,,,New York,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000602,,4675968,US-DE,GENERAL,HZEH,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:52:00.000Z,2023-08-04T16:43:00.400Z,LAPSED,2019-07-19T00:32:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000602,,4675968,,,
549300IGMOBQFB43HL91,The Eagle Tax-Exempt Trust Series 20120006,en,,,,,,,,,,,,,,,,,,,en,390 Greenwich Street,,,,,New York,US-NY,US,10013,en,390 Greenwich Street,,,,,New York,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA999999,,,US-NY,GENERAL,8888,TRUST,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-02T01:42:00.000Z,2023-08-04T16:43:23.046Z,LAPSED,2018-07-25T19:41:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,RA999999,,,,,
549300IJCOAVVTB9XV81,CITIGROUP GLOBAL MARKETS HONG KONG HOLDINGS LIMITED,en,,,,,,,,,,,,,,,,,,,en,"50TH FLOOR, CHAMPION TOWER",,THREE GARDEN ROAD,CENTRAL,,HONG KONG,,HK,,en,"50TH FLOOR, CHAMPION TOWER",,THREE GARDEN ROAD,CENTRAL,,HONG KONG,,HK,,,,,,,,,,,,,,,,,,,,,,RA000388,,0648805,HK,GENERAL,254M,,ACTIVE,1998-07-03T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-06T01:54:00+00:00,2023-05-03T09:09:36+00:00,ISSUED,2024-05-27T14:18:07+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000388,,0648805,,,
549300IKQ6Y8JKZHVZ64,BRAZIL BOND TRUST,pt,,,,,,,,,,,,,,,,,,,pt,AVENIDA PAULISTA 1111,,,,,SAO PAULO,BR-SP,BR,01311-920,en,399 Park Avenue,,,,,New York,US-NY,US,10043,,,,,,,,,,,,,,,,,,,,,RA000681,,05.838.726/0001-11,BR,GENERAL,8888,Fundação ou Associação domiciliada no exterior (registrada localmente),ACTIVE,1999-06-24T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-17T14:31:00+00:00,2023-04-26T12:04:37+00:00,ISSUED,2024-05-27T14:05:40+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000681,,05.838.726/0001-11,,,
549300IKRZYIT7SBHJ50,CITIBANAMEX SEGUROS SA DE CV INTEGRANTE DEL GRUPO FINANCIERO CITIBANAMEX SA DE CV,es,,,,,,,,,,,,,,,,,,,es,Venustiano Carranza No. 63,,Centro,Cuauhtemoc,,Mexico City,MX-CMX,MX,06000,es,Venustiano Carranza No. 63,,Centro,Cuauhtemoc,,Mexico City,MX-CMX,MX,06000,,,,,,,,,,,,,,,,,,,,,RA000449,,SBA951115HB5,MX,GENERAL,JGV1,,ACTIVE,1994-04-14T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:52:00+00:00,2023-05-03T11:25:14+00:00,ISSUED,2024-05-27T14:18:20+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000449,,SBA951115HB5,,,
549300IMF4SDNULD7J52,PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE SPOMASZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,pl,,,,,,,,,,,,,,,,,,,pl,ULICĄ PUŁAWSKA 39 /50,,,,,WARSAW,PL-14,PL,02-508,pl,ULICĄ ROZANA 61,,,,,WARSAW,PL-14,PL,02-569,,,,,,,,,,,,,,,,,,,,,RA000484,,0000003035,PL,GENERAL,O7XB,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:49:00Z,2023-07-31T17:11:36.903Z,LAPSED,2019-07-19T00:30:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,RA000484,,0000003035,,,
549300IOAUP21GZ1S127,"CITICORP SUBSAHARA INVESTMENTS, INC.",en,,,,,,,,,,,,,,,,,,,en,CORPORATION TRUST CENTER 1209 ORANGE ST,c/o THE CORPORATION TRUST COMPANY,,,,WILMINGTON,US-DE,US,19801,en,CORPORATION TRUST CENTER 1209 ORANGE ST,c/o THE CORPORATION TRUST COMPANY,,,,WILMINGTON,US-DE,US,19801,,,,,,,,,,,,,,,,,,,,,RA000602,,819248,US-DE,GENERAL,XTIQ,,ACTIVE,1975-12-15T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:55:00+00:00,2023-04-27T14:34:49+00:00,ISSUED,2024-05-27T14:17:00+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,819248,,,
549300IPI8QN6U5TR357,"CITIMAE, INC.",en,,,,,,,,,,,,,,,,,,,en,CORPORATION TRUST CENTER 1209 ORANGE ST,c/o THE CORPORATION TRUST COMPANY,,,,WILMINGTON,US-DE,US,19801,en,CORPORATION TRUST CENTER 1209 ORANGE ST,c/o THE CORPORATION TRUST COMPANY,,,,WILMINGTON,US-DE,US,19801,,,,,,,,,,,,,,,,,,,,,RA000602,,897269,US-DE,GENERAL,XTIQ,,ACTIVE,1980-08-11T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:55:00+00:00,2023-04-21T13:47:33+00:00,ISSUED,2024-05-27T14:10:33+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,897269,,,
549300IQRTUWTL2JZM29,The Eagle Tax-Exempt Trust Series 20060122,en,,,,,,,,,,,,,,,,,,,en,390 Greenwich Street,,,,,New York,US-NY,US,10013,en,390 Greenwich Street,,,,,New York,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA999999,,,US-NY,GENERAL,8888,TRUST,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-03T01:36:00.000Z,2023-08-04T16:44:18.199Z,LAPSED,2018-07-25T19:42:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,RA999999,,,,,
549300ISEJNGWSXAKR30,"CITICORP MORTGAGE SECURITIES, INC.",en,,,,,,,,,,,,,,,,,,,en,CORPORATION TRUST CENTER 1209 ORANGE ST,c/o THE CORPORATION TRUST COMPANY,,,,WILMINGTON,US-DE,US,19801,en,CORPORATION TRUST CENTER 1209 ORANGE ST,c/o THE CORPORATION TRUST COMPANY,,,,WILMINGTON,US-DE,US,19801,,,,,,,,,,,,,,,,,,,,,RA000602,,2120594,US-DE,GENERAL,XTIQ,,ACTIVE,1987-03-17T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:52:00+00:00,2023-04-22T10:32:23+00:00,ISSUED,2024-05-27T14:10:39+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,2120594,,,
549300IWFJZFZBULGQ28,CANADA SQUARE INVESTMENTS LIMITED,en,HURON PROPERTY INVESTMENTS LIMITED,en,PREVIOUS_LEGAL_NAME,,,,,,,,,,,,,,,,en,Citigroup Centre,,Canada Square,Canary Wharf,,London,GB-LND,GB,E14 5LB,en,Citigroup Centre,,Canada Square,Canary Wharf,,London,GB-LND,GB,E14 5LB,,,,,,,,,,,,,,,,,,,,,RA000585,,08405543,GB,GENERAL,H0PO,,ACTIVE,2013-02-15T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-01T14:33:00+00:00,2023-04-29T12:12:12+00:00,ISSUED,2024-05-27T14:17:33+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000585,,08405543,,,
549300J1MLI156W09P29,"CITIGROUP CAPITAL PARTNERS II EMPLOYEE MASTER FUND, L.P.",en,,,,,,,,,,,,,,,,,,,en,C/O THE CORPORATION TRUST COMPANY,,CORPORATION TRUST CENTER 1209 ORANGE ST,,,WILMINGTON,US-DE,US,19801,en,Corporation Trust Center,,1209 Orange Street,,,Wilmington,US-DE,US,19801,,,,,,,,,,,,,,,,,,,,,RA000602,,4200278,US-DE,FUND,T91T,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:49:00.000Z,2023-08-04T16:45:16.559Z,LAPSED,2022-05-27T19:36:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000665,,0001441381,,,
549300J2IJ9EN81CJE39,Carver CDC-Subsidiary CDC 20 LLC,en,,,,,,,,,,,,,,,,,,,en,2711 Centerville Road,,Suite 400,,,Wilmington,US-DE,US,19808,en,75 West 125th Street,,,,,New York,US-NY,US,10027,,,,,,,,,,,,,,,,,,,,,RA999999,,,US-DE,GENERAL,HZEH,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:53:00.000Z,2023-08-04T16:45:19.043Z,LAPSED,2018-07-25T20:31:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,RA999999,,,,,
549300J2XBBZA5HJMY33,CITIGROUP GLOBAL MARKETS SINGAPORE HOLDINGS PTE. LTD.,en,"SALOMON SMITH BARNEY SINGAPORE HOLDINGS PTE. LTD.,PHIBRO TRADING PTE LTD,PHIBRO ENERGY TRADING PTE LTD",en,TRADING_OR_OPERATING_NAME,SALOMON SMITH BARNEY SINGAPORE HOLDINGS PTE. LTD.,en,PREVIOUS_LEGAL_NAME,PHIBRO TRADING PTE LTD,en,PREVIOUS_LEGAL_NAME,PHIBRO ENERGY TRADING PTE LTD,en,PREVIOUS_LEGAL_NAME,,,,,,,en,CHANGI BUSINESS PARK CRESCENT 5,,,,,Singapore,SG-01,SG,486027,en,CHANGI BUSINESS PARK CRESCENT 5,,,,,Singapore,SG-01,SG,486027,,,,,,,,,,,,,,,,,,,,,RA000523,,198303701K,SG,GENERAL,LWXI,,ACTIVE,1983-08-03T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:48:00+00:00,2023-05-01T18:25:47+00:00,ISSUED,2024-05-27T14:18:02+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000523,,198303701K,,,
